C1_315080800H_000055,臺東縣,延平鄉,臺東縣953延平鄉桃源村11鄰191號,121.09081,22.90556
C1_315080800H_000059,臺東縣,卑南鄉,臺東縣954卑南鄉明峰村試驗場8號,121.10422,22.85335
C1_315080800H_000169,臺東縣,海端鄉,臺東縣957海端鄉(臺9線323K連接臺20甲線，然後接臺20線-南橫公路進入),121.0393,23.17381
C1_315080800H_000188,臺東縣,卑南鄉,臺東縣954卑南鄉嘉豐村山里路108號,121.13782,22.86188
C1_315080800H_000190,花蓮縣,壽豐鄉,花蓮縣974壽豐鄉豐坪路二段2巷201弄88號,121.5087,23.8332
C1_315080800H_000191,花蓮縣,光復鄉,花蓮縣976光復鄉,121.3866,23.59305
C1_315080800H_000192,花蓮縣,光復鄉,花蓮縣976光復鄉大進街15巷(光復糖廠的後方),121.42261,23.64948
C1_315080800H_000193,花蓮縣,光復鄉,花蓮縣976光復鄉農場路31號,121.41773,23.61485
C1_315080800H_000194,花蓮縣,瑞穗鄉,花蓮縣978瑞穗鄉,121.3995,23.58095
C1_315080800H_000195,花蓮縣,富里鄉,花蓮縣983富里鄉大莊路15之6號,121.30418,23.27231
C1_315080800H_000196,花蓮縣,玉里鎮,花蓮縣981玉里鎮,121.31115,23.32871
C1_315080800H_000198,臺東縣,鹿野鄉,臺東縣955鹿野鄉台9線永嶺路,121.1253,22.95945
C1_315080800H_000200,臺東縣,鹿野鄉,臺東縣955鹿野鄉龍田村光榮路308號,121.12048,22.90457
C1_315080800H_000201,花蓮縣,吉安鄉,花蓮縣973吉安鄉吉安村中興路345之1號,121.56487,23.97395
C1_315080800H_000202,花蓮縣,光復鄉,花蓮縣976光復鄉大馬村,121.39704,23.67975
C1_315080800H_000203,臺東縣,海端鄉,臺東縣957海端鄉 霧鹿村2鄰12號,121.04044,23.16988
C1_315080800H_000204,花蓮縣,瑞穗鄉,花蓮縣978瑞穗鄉中山路三段230號,121.40037,23.49107
C1_315080800H_000205,花蓮縣,壽豐鄉,花蓮縣974壽豐鄉環潭北路100號,121.50794,23.93499
C1_315080800H_000206,花蓮縣,瑞穗鄉,花蓮縣978瑞穗鄉鶴岡村17鄰興鶴路二段168號,121.39087,23.52407
C1_315080800H_000207,花蓮縣,富里鄉,花蓮縣983富里鄉9鄰東湖39號,121.2759,23.20164
C1_315080800H_000208,臺東縣,鹿野鄉,臺東縣955鹿野鄉永安村高台路46號,121.12508,22.92384
C1_315080800H_000209,臺東縣,卑南鄉,臺東縣954卑南鄉賓朗村16鄰賓朗路286號,121.09483,22.80112
C1_315080800H_000210,花蓮縣,壽豐鄉,花蓮縣974壽豐鄉大學路二段一號,121.5418,23.89754
C1_315080800H_000211,花蓮縣,瑞穗鄉,花蓮縣978瑞穗鄉溫泉路二段210巷,121.35849,23.49432
C1_315080800H_000212,花蓮縣,光復鄉,花蓮縣976光復鄉大全村大全街 (大約於臺9線250K西側轉入),121.41131,23.65915
C1_315080900H_000007,屏東縣,東港鎮,屏東縣東港鎮大鵬里大潭路 169 號,120.47953,22.45579
C1_315080900H_000019,屏東縣,東港鎮,屏東縣東港鎮環灣自行車道,120.47954,22.45587
C1_315080900H_000052,屏東縣,滿州鄉,屏東縣滿洲鄉滿州村中山路43號,120.86396,21.9945
C1_315080900H_000180,屏東縣,東港鎮,屏東縣東港鎮大鵬里大潭路169號,120.47881,22.45642
C1_315080900H_000182,屏東縣,東港鎮,屏東縣東港鎮東隆街21-1號,120.44877,22.46308
C1_315080900H_000183,屏東縣,新園鄉,屏東縣東港鎮新生三路175號,120.44257,22.46809
C1_315080900H_000184,屏東縣,新園鄉,屏東縣東港鎮朝隆路39號,120.44256,22.46792
C1_315080900H_000187,屏東縣,東港鎮,屏東縣東港鎮鵬灣跨海大橋,120.45474,22.44905
C1_315080900H_000188,屏東縣,東港鎮,屏東縣東港鎮濱灣公園,120.47736,22.43659
C1_315080900H_000190,屏東縣,東港鎮,屏東縣東港鎮紅樹林濕地生態公園,120.4554,22.45091
C1_315080900H_000191,屏東縣,東港鎮,屏東縣東港鎮人工溼地公園,120.45572,22.45104
C1_315080900H_000192,屏東縣,東港鎮,屏東縣東港鎮大鵬灣潟湖,120.47367,22.44824
C1_315080900H_000193,屏東縣,東港鎮,屏東縣東港鎮蚵殼島,120.47055,22.44241
C1_315080900H_000194,屏東縣,東港鎮,屏東縣東港鎮大潭路5-5號,120.48967,22.4531
C1_315080900H_000196,屏東縣,東港鎮,屏東縣東港鎮右岸濕地,120.49099,22.44378
C1_315080900H_000197,屏東縣,東港鎮,屏東縣東港鎮左岸溼地,120.49156,22.43821
C1_315080900H_000198,屏東縣,林邊鄉,屏東縣東港鎮崎峰濕地,120.49008,22.43207
C1_315080900H_000199,屏東縣,東港鎮,屏東縣東港鎮光復路三段,120.44925,22.46488
C1_315080900H_000201,屏東縣,琉球鄉,屏東縣琉球鄉烏鬼洞,120.35506,22.32941
C1_315080900H_000202,屏東縣,琉球鄉,屏東縣琉球鄉蛤板灣沙灘,120.36022,22.33456
C1_315080900H_000203,屏東縣,琉球鄉,屏東縣琉球鄉白燈塔,120.36623,22.32888
C1_315080900H_000205,屏東縣,琉球鄉,屏東縣琉球鄉美人洞,120.37176,22.35293
C1_315080900H_000206,屏東縣,琉球鄉,屏東縣琉球鄉山豬溝,120.36315,22.3393
C1_315080900H_000207,屏東縣,琉球鄉,屏東縣琉球鄉厚石裙礁,120.36119,22.32275
C1_315080900H_000208,屏東縣,琉球鄉,屏東縣琉球鄉大福村和平路61號,120.36987,22.33759
C1_315080900H_000209,屏東縣,琉球鄉,屏東縣琉球鄉中山路45號,120.37717,22.34708
